Org.nr;ID;Selskap;År;DV inkl.utrednings-ansvar;Kostnader knyttet til utrednings- og koordineringsansvar;DV uten kostnader knyttet til utrednings-ansvar;Avskrivninger;Bokførte verdier;Avkastningsgrunnlag;Krafttap MWh i Dnett;Krafttap MWh i Rnett;Kile;Lokalt D&V-kostnader;Lokalt AVS;Lokalt AKG inkl 1% arbeids-kapital;Lokalt AKG inkl 17b;Lokalt Nettap MWh;Lokalt KILE (fq);Regionalt D&V-kostnader uten utredningskostnader;Regionalt AVS;Regionalt AKG inkl 17b;Regionalt Nettap MWh;Regionalt KILE (fq);Transmisjonsnett D&V-kostnader;Transmisjonsnett AVS;Transmisjonsnett AKG inkl 1% arbeids-kapital;Transmisjonsnett KILE (fq);Kraftpris 2026;Lokalt Årslønnjusterte D&V-kostnader;Lokalt Nettapskostnad;Lokalt Sum kostnader;Lokalt Kostnadsgrunnlag;Regionalt Årslønnjusterte D&V-kostnader uten utredningskostnader;Regionalt Nettapskostnad;Regionalt Kostnadsgrunnlag ;Transmisjonsnett Kostnadsgrunnlag
980038408;511;LNETT AS;2024;335834.467784806;13871;321963.467784806;289005;6477063;6541833.630000001;132421;88280;17965;213823.4084773968;191495;3704845.64;4325414.890000001;132421;14213;108140.0593074092;97510;3011212.99;88280;3752;0;0;0;0;0.6706518499999999;233246.93596033196;88808.38862884999;528508.0177029544;796195.464678421;117963.40572640403;59205.145317999995;424548.0729600216;0.0
882783022;542;ETNA NETT AS;2024;43455.92482285822;0;43455.92482285822;13919;354116;357657.16;14763;0;2159;43098.51017137503;13906;357298.61;432378.98;14763;2159;357.4146514831941;13;358.55;0;0;0;0;0;0;0.6243198500000001;47013.54034860539;9216.833945550003;72408.49555164043;98224.5111195071;389.8818792545697;0.0;428.78831192123636;0.0
976944801;566;BKK AS;2024;638583.0148985727;8818;629765.0148985727;358579;7509596;7584691.96;287806;95000;37381;544439.1162160016;277709;5542168.96;6747022.2;287806;34383;85325.89868257118;80870;2373563.63;95000;2998;0;0;0;0;0.5491057079136691;593895.4793518662;158035.91737180145;1065824.9012146855;1466265.082471219;93076.82712332821;52165.042251798564;324796.2579261303;0.0
917856222;591;MIDTNETT AS;2024;67328.24951197929;0;67328.24951197929;19071;496606;501572.06;13994;2821;4230;59764.31786939513;17838;462464.86;632575.12;13994;4230;7563.931642584153;1233;39530.39;2821;0;0;0;0;0;0.6243198500000001;65193.255135437175;8736.731980900002;96219.61885286414;129634.24653739747;8251.0324384463;1761.2062968500004;12309.657995779633;0.0
924330678;599;NETERA AS;2024;23325.257441058828;0;23325.257441058828;6768;92966;93895.66;6481;0;1029;23296.09740630644;6701;91879.7;136043.97;6481;1029;29.16003475238923;67;2015.96;0;0;0;0;0;0;0.38107685;25412.294091405867;2469.75906485;35665.96782691455;42304.582417581216;31.808906269542366;0.0;244.46873613620903;0.0
979422679;611;LEDE AS;2024;572025.0143949529;3586;568439.0143949529;253664;6338861;6402249.609999999;191422;140748;41306;389487.6279975549;177553;4105779.28;4705899.060000001;191422;39962;178951.386397398;76111;2440674.09;140748;1344;0;0;0;0;0.6706518499999999;424868.3363144998;128377.51843069999;772854.6721104693;1069510.9110214026;195207.17053511387;94392.9065838;438711.8945385291;0.0
980824586;613;NORDVEST NETT AS;2024;42214.48305600956;0;42214.48305600956;23602;411240;415352.4;22491;0;4952;42214.48305600956;23602;415352.4;507821.94;22491;4952;0.0;0;0.0;0;0;0;0;0;0;0.38107685;46049.208999511575;8570.799433350001;83433.4695107059;113444.0649187059;0.0;0.0;0.0;0.0
982974011;624;GLITRE NETT AS;2024;724422.6156915587;5797;718625.6156915587;405090;9461725;9556342.25;292474;220805;84520;583300.5704180633;285894;6092048.31;8126889.25;292474;78579;135325.0452734954;119196;3632869.0;220805;5941;0;0;0;0;0.6510981313995898;636287.073350574;190429.27488296363;1195306.5114071905;1635477.3086323906;147617.8515416035;143765.72290368643;523601.31148778915;0.0
918999361;625;TENDRANETT AS;2024;52228.8692094078;0;52228.8692094078;18628;477494;482268.94000000006;10971;6944;1087;50221.52826774906;15042;345782.59;432954.6800000001;10971;1087;2007.340941658742;3586;138765.92;6944;0;0;0;0;0;0.5577176;54783.60704803727;6118.719789600001;77088.28043045165;102072.22516658498;2189.686000254378;3872.7910144;15637.279742254379;0.0
925549738;659;FØRE AS;2024;32244.28496242094;0;32244.28496242094;9991;305549;308604.49;11337;0;3178;32244.28496242094;9991;308604.49;333284.85;11337;3178;0.0;0;0.0;0;0;0;0;0;0;0.6706518499999999;35173.327014434544;7603.18002345;56112.01901393245;78409.72209806577;0.0;0.0;0.0;0.0
980489698;675;ELVIA AS;2024;2085989.2292472294;13117;2072872.2292472294;987356;22388796;22612683.96;852158;568569;194831;1602033.365543816;710766;14563157.68;18559758.99;852158;167531;470838.8637034134;276590;8331072.87;568569;27300;0;0;0;0;0.6243198500000001;1747560.6458626536;532019.1547363001;3166654.622455241;4218891.3086941745;513609.4456256634;354968.91279465007;1401584.4587311773;0.0
987059729;685;STATKRAFT ENERGI AS;2024;2045.065025036381;0;2045.065025036381;497;16294;16456.94;0;1154;0;0.0;0;0.0;0.0;0;0;2045.065025036381;497;16456.94;1154;0;0;0;0;0;0.5577176;0.0;0.0;0.0;0.0;2230.8369056786387;643.6061104;3916.905677145305;0.0
988807648;699;TENSIO TN AS;2024;343950.98680050287;7216;336734.98680050287;144176;3287239;3320111.39;101093;59284;43796;276979.0285999847;103108;2233217.06;2939788.82;101093;39575;59755.95820051813;41068;1119119.39;59284;4221;0;0;0;0;0.3592759622018743;302139.5562172273;36320.28484687408;483216.38148326305;644573.7581251297;65184.13608170453;21299.316143175914;189388.30627597426;0.0
921025610;743;SVABO INDUSTRINETT AS;2024;35366.520991076824;0;35366.520991076824;6761;107544;108619.44;1711;11450;26412;25687.03861911878;4084;50445.46;73694.65;1711;26412;9679.482371958047;2677;89832.43000000001;11450;0;0;0;0;0;0.22609631;28020.42626889246;386.85078641;60287.13933075157;63931.9919672849;10558.757906901117;2588.8027495;17439.021875167782;0.0
915729290;753;Aktieselskabet Saudefaldene;2024;19039.14791675644;0;19039.14791675644;3814;33981;34320.81;0;10529;366;1055.14988179669;0;0.0;7221.5;0;347;17983.99803495975;3814;34320.81;10529;19;0;0;0;0;0.6706518499999999;1150.9987548159427;0.0;1516.1798925404937;1516.1798925404937;19617.648356842157;7061.293328649999;25932.16722507526;0.0
998509289;852;HERØYA NETT AS;2024;49833.45350151819;0;49833.45350151819;5956;151256;152768.56;3542;2502;0;28936.27258397052;2121;45938.84;158870.98;3542;0;20897.18091754767;3835;106829.72;2502;0;0;0;0;0;0.6706518499999999;31564.817745562912;2375.4488527;36061.26659826291;39380.50091772958;22795.46217102775;1677.9709286999998;34349.26554009442;0.0
916574894;873;SØR-NORGE ALUMINIUM AS;2024;11223.03122725653;0;11223.03122725653;1061;5898;5956.98;6960;0;0;11223.03122725653;1061;5956.98;5956.98;6960;0;0.0;0;0.0;0;0;0;0;0;0;0.6706518499999999;12242.521361834104;4667.736876;17971.258237834103;18401.669899434102;0.0;0.0;0.0;0.0
921688679;903;NETTSELSKAPET AS;2024;48477.3463329599;0;48477.3463329599;26360;530927;536236.27;32315;0;10810;48477.3463329599;26360;536236.27;707800.93;32315;10810;0.0;0;0.0;0;0;0;0;0;0;0.38107685;52880.985183836936;12314.498407750001;102931.8758071558;141676.73376888913;0.0;0.0;0.0;0.0
