orgn;selskap;nettnivaa;komponent;avg_5yr_1000NOK;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035
923819177;S-NETT AS;ld;gf;4907.2;8267.0;2784.0;3291.0;5287.0;5005.4;5165.6;5289.5;5411.2;5514.0;5624.3;5736.8;5851.5;5968.5;6087.9;6209.7
923819177;S-NETT AS;rd;sf;1042.2;0.0;654.0;112.0;3403.0;1063.1;1097.1;1123.4;1149.3;1171.1;1194.5;1218.4;1242.8;1267.7;1293.0;1318.9
923819177;S-NETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
923833706;LYSNA AS;ld;sf;6647.5;7530.0;6795.0;9495.0;2770.0;6780.4;6997.4;7165.4;7330.2;7469.4;7618.8;7771.2;7926.6;8085.2;8246.9;8411.8
923833706;LYSNA AS;ld;gf;2593.8;4224.0;1876.0;387.0;3888.0;2645.6;2730.3;2795.8;2860.1;2914.5;2972.7;3032.2;3092.8;3154.7;3217.8;3282.2
923833706;LYSNA AS;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
923833706;LYSNA AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
923934138;BØMLO KRAFTNETT AS;ld;sf;12533.8;9240.0;7465.0;17454.0;15976.0;12784.4;13193.5;13510.2;13820.9;14083.5;14365.2;14652.5;14945.5;15244.4;15549.3;15860.3
923934138;BØMLO KRAFTNETT AS;ld;gf;4355.5;3055.0;4651.0;3859.0;5857.0;4442.6;4584.8;4694.8;4802.8;4894.0;4991.9;5091.8;5193.6;5297.5;5403.4;5511.5
923934138;BØMLO KRAFTNETT AS;rd;sf;1.5;0.0;1.0;5.0;0.0;1.5;1.6;1.6;1.7;1.7;1.7;1.8;1.8;1.8;1.9;1.9
923934138;BØMLO KRAFTNETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
923993355;AREA NETT AS;ld;sf;33644.0;32375.0;32938.0;27600.0;41663.0;34316.9;35415.0;36265.0;37099.1;37804.0;38560.0;39331.2;40117.9;40920.2;41738.6;42573.4
923993355;AREA NETT AS;ld;gf;9245.5;16512.0;8940.0;5648.0;5882.0;9430.4;9732.2;9965.8;10195.0;10388.7;10596.4;10808.4;11024.5;11245.0;11469.9;11699.3
923993355;AREA NETT AS;rd;sf;18267.0;13627.0;11636.0;32288.0;15517.0;18632.3;19228.6;19690.1;20142.9;20525.6;20936.2;21354.9;21782.0;22217.6;22662.0;23115.2
923993355;AREA NETT AS;rd;gf;238.0;952.0;0.0;0.0;0.0;242.8;250.5;256.5;262.4;267.4;272.8;278.2;283.8;289.5;295.3;301.2
924004150;HAVNETT AS;ld;sf;8693.5;7232.0;13684.0;7335.0;6523.0;8867.4;9151.1;9370.8;9586.3;9768.4;9963.8;10163.1;10366.3;10573.7;10785.1;11000.8
924004150;HAVNETT AS;ld;gf;5870.0;2513.0;6999.0;2928.0;11040.0;5987.4;6179.0;6327.3;6472.8;6595.8;6727.7;6862.3;6999.5;7139.5;7282.3;7427.9
924004150;HAVNETT AS;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
924004150;HAVNETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
924330678;NETERA AS;ld;sf;7398.5;8630.0;6333.0;7891.0;6740.0;7546.5;7788.0;7974.9;8158.3;8313.3;8479.6;8649.2;8822.1;8998.6;9178.6;9362.1
924330678;NETERA AS;ld;gf;2884.8;1781.0;1440.0;4248.0;4070.0;2942.4;3036.6;3109.5;3181.0;3241.4;3306.3;3372.4;3439.8;3508.6;3578.8;3650.4
924330678;NETERA AS;rd;sf;177.8;207.0;60.0;42.0;402.0;181.3;187.1;191.6;196.0;199.7;203.7;207.8;212.0;216.2;220.5;224.9
924330678;NETERA AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
924527994;BREHEIM NETT AS;ld;sf;6673.0;1540.0;4171.0;13245.0;7736.0;6806.5;7024.3;7192.8;7358.3;7498.1;7648.1;7801.0;7957.0;8116.2;8278.5;8444.1
924527994;BREHEIM NETT AS;ld;gf;7223.8;961.0;2090.0;9315.0;16529.0;7368.2;7604.0;7786.5;7965.6;8116.9;8279.3;8444.9;8613.8;8786.0;8961.8;9141.0
924527994;BREHEIM NETT AS;rd;sf;23.2;0.0;0.0;0.0;93.0;23.7;24.5;25.1;25.6;26.1;26.6;27.2;27.7;28.3;28.8;29.4
924527994;BREHEIM NETT AS;rd;gf;509.0;0.0;0.0;0.0;2036.0;519.2;535.8;548.7;561.3;571.9;583.4;595.0;606.9;619.1;631.5;644.1
924619260;SYGNIR AS;ld;sf;60372.0;42207.0;56637.0;87032.0;55612.0;61579.4;63550.0;65075.2;66571.9;67836.8;69193.5;70577.4;71988.9;73428.7;74897.3;76395.2
924619260;SYGNIR AS;ld;gf;11990.2;5137.0;5597.0;25882.0;11345.0;12230.1;12621.4;12924.3;13221.6;13472.8;13742.3;14017.1;14297.4;14583.4;14875.1;15172.6
924619260;SYGNIR AS;rd;sf;62125.8;77773.0;73376.0;67724.0;29630.0;63368.3;65396.0;66965.6;68505.8;69807.4;71203.5;72627.6;74080.1;75561.7;77073.0;78614.4
924619260;SYGNIR AS;rd;gf;11550.8;23879.0;22295.0;29.0;0.0;11781.8;12158.8;12450.6;12737.0;12979.0;13238.5;13503.3;13773.4;14048.8;14329.8;14616.4
924862602;DE NETT AS;ld;sf;6765.8;2724.0;3679.0;1350.0;19310.0;6901.1;7121.9;7292.8;7460.6;7602.3;7754.4;7909.4;8067.6;8229.0;8393.6;8561.4
924862602;DE NETT AS;ld;gf;1917.2;2306.0;894.0;1196.0;3273.0;1955.6;2018.2;2066.6;2114.1;2154.3;2197.4;2241.3;2286.2;2331.9;2378.5;2426.1
924862602;DE NETT AS;rd;sf;424.0;1673.0;0.0;0.0;23.0;432.5;446.3;457.0;467.5;476.4;486.0;495.7;505.6;515.7;526.0;536.5
924862602;DE NETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
924940379;STANNUM AS;ld;sf;3605.2;-24118.0;15936.0;15510.0;7093.0;3677.4;3795.0;3886.1;3975.5;4051.0;4132.0;4214.7;4299.0;4385.0;4472.7;4562.1
924940379;STANNUM AS;ld;gf;6745.0;4248.0;6015.0;1185.0;15532.0;6879.9;7100.1;7270.5;7437.7;7579.0;7730.6;7885.2;8042.9;8203.7;8367.8;8535.2
924940379;STANNUM AS;rd;sf;8639.5;32640.0;0.0;979.0;939.0;8812.3;9094.3;9312.5;9526.7;9707.7;9901.9;10099.9;10301.9;10508.0;10718.1;10932.5
924940379;STANNUM AS;rd;gf;1029.5;0.0;0.0;0.0;4118.0;1050.1;1083.7;1109.7;1135.2;1156.8;1179.9;1203.5;1227.6;1252.2;1277.2;1302.7
925017809;RK NETT AS;ld;sf;4946.5;-1421.0;6789.0;6141.0;8277.0;5045.4;5206.9;5331.8;5454.5;5558.1;5669.3;5782.7;5898.3;6016.3;6136.6;6259.3
925017809;RK NETT AS;ld;gf;6367.5;5932.0;7582.0;6543.0;5413.0;6494.9;6702.7;6863.5;7021.4;7154.8;7297.9;7443.9;7592.8;7744.6;7899.5;8057.5
925017809;RK NETT AS;rd;sf;515.0;-16.0;1885.0;50.0;141.0;525.3;542.1;555.1;567.9;578.7;590.3;602.1;614.1;626.4;638.9;651.7
925017809;RK NETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
925067911;R-NETT AS;ld;sf;3673.5;2184.0;7151.0;1465.0;3894.0;3747.0;3866.9;3959.7;4050.8;4127.7;4210.3;4294.5;4380.4;4468.0;4557.3;4648.5
925067911;R-NETT AS;ld;gf;4813.0;2166.0;14238.0;619.0;2229.0;4909.3;5066.4;5187.9;5307.3;5408.1;5516.3;5626.6;5739.1;5853.9;5971.0;6090.4
925067911;R-NETT AS;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
925067911;R-NETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
925336637;ALUT AS;ld;sf;23278.0;-15468.0;18092.0;40152.0;50336.0;23743.6;24503.4;25091.4;25668.5;26156.2;26679.4;27213.0;27757.2;28312.4;28878.6;29456.2
925336637;ALUT AS;ld;gf;8499.0;7588.0;7696.0;10247.0;8465.0;8669.0;8946.4;9161.1;9371.8;9549.9;9740.9;9935.7;10134.4;10337.1;10543.8;10754.7
925336637;ALUT AS;rd;sf;-193.2;-778.0;-1.0;6.0;0.0;-197.1;-203.4;-208.3;-213.1;-217.1;-221.5;-225.9;-230.4;-235.0;-239.7;-244.5
925336637;ALUT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
925354813;STRAUMEN NETT AS;ld;sf;5921.5;4330.0;6731.0;6722.0;5903.0;6039.9;6233.2;6382.8;6529.6;6653.7;6786.7;6922.5;7060.9;7202.1;7346.2;7493.1
925354813;STRAUMEN NETT AS;ld;gf;2513.5;2164.0;494.0;5283.0;2113.0;2563.8;2645.8;2709.3;2771.6;2824.3;2880.8;2938.4;2997.2;3057.1;3118.2;3180.6
925354813;STRAUMEN NETT AS;rd;sf;12.2;0.0;0.0;0.0;49.0;12.5;12.9;13.2;13.5;13.8;14.0;14.3;14.6;14.9;15.2;15.5
925354813;STRAUMEN NETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
925549738;FØRE AS;ld;sf;23857.8;19639.0;25529.0;19923.0;30340.0;24334.9;25113.6;25716.3;26307.8;26807.7;27343.8;27890.7;28448.5;29017.5;29597.8;30189.8
925549738;FØRE AS;ld;gf;3040.5;2408.0;1779.0;2786.0;5189.0;3101.3;3200.6;3277.4;3352.7;3416.4;3484.8;3554.5;3625.6;3698.1;3772.0;3847.5
925549738;FØRE AS;rd;sf;-1205.2;250.0;40.0;-5111.0;0.0;-1229.4;-1268.7;-1299.1;-1329.0;-1354.3;-1381.4;-1409.0;-1437.2;-1465.9;-1495.2;-1525.1
925549738;FØRE AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
925668389;MELLOM AS;ld;sf;46589.2;35446.0;65674.0;37161.0;48076.0;47521.0;49041.7;50218.7;51373.7;52349.8;53396.8;54464.8;55554.1;56665.2;57798.5;58954.4
925668389;MELLOM AS;ld;gf;30118.0;27988.0;44709.0;26618.0;21157.0;30720.4;31703.4;32464.3;33211.0;33842.0;34518.8;35209.2;35913.4;36631.6;37364.3;38111.6
925668389;MELLOM AS;rd;sf;42518.8;-709.0;13220.0;6485.0;151079.0;43369.1;44756.9;45831.1;46885.2;47776.0;48731.6;49706.2;50700.3;51714.3;52748.6;53803.6
925668389;MELLOM AS;rd;gf;722.5;0.0;0.0;0.0;2890.0;737.0;760.5;778.8;796.7;811.8;828.1;844.6;861.5;878.8;896.3;914.3
925803375;TELEMARK NETT AS;ld;sf;49209.5;25892.0;46799.0;64419.0;59728.0;50193.7;51799.9;53043.1;54263.1;55294.1;56400.0;57528.0;58678.5;59852.1;61049.1;62270.1
925803375;TELEMARK NETT AS;ld;gf;23572.8;14628.0;26930.0;26453.0;26280.0;24044.2;24813.6;25409.1;25993.6;26487.4;27017.2;27557.5;28108.7;28670.9;29244.3;29829.2
925803375;TELEMARK NETT AS;rd;sf;3717.2;-98.0;3951.0;6635.0;4381.0;3791.6;3912.9;4006.8;4099.0;4176.9;4260.4;4345.6;4432.5;4521.2;4611.6;4703.8
925803375;TELEMARK NETT AS;rd;gf;1375.8;0.0;0.0;114.0;5389.0;1403.3;1448.2;1482.9;1517.0;1545.9;1576.8;1608.3;1640.5;1673.3;1706.8;1740.9
926377841;ROMSDALSNETT AS;ld;sf;16314.8;11504.0;15835.0;20507.0;17413.0;16641.0;17173.6;17585.7;17990.2;18332.0;18698.6;19072.6;19454.1;19843.2;20240.0;20644.8
926377841;ROMSDALSNETT AS;ld;gf;4117.5;2668.0;5054.0;4429.0;4319.0;4199.9;4334.2;4438.3;4540.3;4626.6;4719.1;4813.5;4909.8;5008.0;5108.2;5210.3
926377841;ROMSDALSNETT AS;rd;sf;1367.8;465.0;2547.0;771.0;1688.0;1395.1;1439.7;1474.3;1508.2;1536.9;1567.6;1599.0;1630.9;1663.6;1696.8;1730.8
926377841;ROMSDALSNETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
930187240;HYDRO ENERGI AS;ld;sf;531.0;0.0;1213.0;251.0;660.0;541.6;559.0;572.4;585.5;596.7;608.6;620.8;633.2;645.8;658.8;671.9
930187240;HYDRO ENERGI AS;ld;gf;6659.2;0.0;26637.0;0.0;0.0;6792.4;7009.8;7178.0;7343.1;7482.6;7632.3;7784.9;7940.6;8099.5;8261.4;8426.7
930187240;HYDRO ENERGI AS;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
930187240;HYDRO ENERGI AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
933584801;MOSTRAUM NETT AS;ld;sf;731.5;262.0;986.0;660.0;1018.0;746.1;770.0;788.5;806.6;821.9;838.4;855.2;872.3;889.7;907.5;925.6
933584801;MOSTRAUM NETT AS;ld;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
933584801;MOSTRAUM NETT AS;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
933584801;MOSTRAUM NETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
953181606;BINDAL KRAFTLAG SA;ld;sf;4571.8;2147.0;6832.0;4010.0;5298.0;4663.2;4812.4;4927.9;5041.2;5137.0;5239.8;5344.6;5451.5;5560.5;5671.7;5785.1
953181606;BINDAL KRAFTLAG SA;ld;gf;3440.0;621.0;10465.0;0.0;2674.0;3508.8;3621.1;3708.0;3793.3;3865.3;3942.7;4021.5;4101.9;4184.0;4267.7;4353.0
953181606;BINDAL KRAFTLAG SA;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
953181606;BINDAL KRAFTLAG SA;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
953681781;GRIUG AS;ld;sf;24777.0;19908.0;19492.0;24195.0;35513.0;25272.5;26081.3;26707.2;27321.5;27840.6;28397.4;28965.3;29544.7;30135.5;30738.3;31353.0
953681781;GRIUG AS;ld;gf;21886.2;19572.0;26064.0;25745.0;16164.0;22324.0;23038.3;23591.3;24133.9;24592.4;25084.3;25585.9;26097.7;26619.6;27152.0;27695.0
953681781;GRIUG AS;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
953681781;GRIUG AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
966731508;EVERKET AS;ld;sf;26999.0;16302.0;40377.0;26637.0;24680.0;27539.0;28420.2;29102.3;29771.7;30337.3;30944.1;31563.0;32194.2;32838.1;33494.9;34164.8
966731508;EVERKET AS;ld;gf;7527.0;7624.0;4892.0;8851.0;8741.0;7677.5;7923.2;8113.4;8300.0;8457.7;8626.8;8799.4;8975.4;9154.9;9338.0;9524.7
966731508;EVERKET AS;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
966731508;EVERKET AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
967670170;UVDAL KRAFTFORSYNING SA;ld;sf;2771.0;2468.0;2790.0;2698.0;3128.0;2826.4;2916.9;2986.9;3055.6;3113.6;3175.9;3239.4;3304.2;3370.3;3437.7;3506.4
967670170;UVDAL KRAFTFORSYNING SA;ld;gf;2475.5;2354.0;2785.0;2237.0;2526.0;2525.0;2605.8;2668.3;2729.7;2781.6;2837.2;2894.0;2951.8;3010.9;3071.1;3132.5
967670170;UVDAL KRAFTFORSYNING SA;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
967670170;UVDAL KRAFTFORSYNING SA;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
968168134;VESTALL AS;ld;sf;60584.8;33853.0;59231.0;76104.0;73151.0;61796.4;63773.9;65304.5;66806.5;68075.8;69437.3;70826.1;72242.6;73687.5;75161.2;76664.4
968168134;VESTALL AS;ld;gf;15895.0;9973.0;15829.0;31672.0;6106.0;16212.9;16731.7;17133.3;17527.3;17860.4;18217.6;18581.9;18953.6;19332.6;19719.3;20113.7
968168134;VESTALL AS;rd;sf;6403.2;13998.0;6238.0;445.0;4932.0;6531.3;6740.3;6902.1;7060.8;7195.0;7338.9;7485.7;7635.4;7788.1;7943.8;8102.7
968168134;VESTALL AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
968398083;RAKKESTAD ENERGI AS;ld;sf;14995.5;8774.0;18341.0;18591.0;14276.0;15295.4;15784.9;16163.7;16535.5;16849.6;17186.6;17530.4;17881.0;18238.6;18603.4;18975.4
968398083;RAKKESTAD ENERGI AS;ld;gf;4070.2;3606.0;8068.0;3223.0;1384.0;4151.7;4284.5;4387.3;4488.2;4573.5;4665.0;4758.3;4853.5;4950.5;5049.5;5150.5
968398083;RAKKESTAD ENERGI AS;rd;sf;231.5;40.0;617.0;269.0;0.0;236.1;243.7;249.5;255.3;260.1;265.3;270.6;276.0;281.6;287.2;292.9
968398083;RAKKESTAD ENERGI AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
971040246;USTEKVEIKJA KRAFTVERK DA;ld;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
971040246;USTEKVEIKJA KRAFTVERK DA;ld;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
971040246;USTEKVEIKJA KRAFTVERK DA;rd;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
971040246;USTEKVEIKJA KRAFTVERK DA;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
971058854;BARENTS NETT AS;ld;sf;39912.5;51385.0;15549.0;50743.0;41973.0;40710.8;42013.5;43021.8;44011.3;44847.5;45744.5;46659.4;47592.6;48544.4;49515.3;50505.6
971058854;BARENTS NETT AS;ld;gf;14650.0;14912.0;12234.0;8970.0;22484.0;14943.0;15421.2;15791.3;16154.5;16461.4;16790.6;17126.5;17469.0;17818.4;18174.7;18538.2
971058854;BARENTS NETT AS;rd;sf;27777.2;92940.0;5175.0;-4979.0;17973.0;28332.8;29239.4;29941.2;30629.8;31211.8;31836.0;32472.8;33122.2;33784.7;34460.4;35149.6
971058854;BARENTS NETT AS;rd;gf;2546.8;10187.0;0.0;0.0;0.0;2597.7;2680.8;2745.2;2808.3;2861.6;2918.9;2977.3;3036.8;3097.5;3159.5;3222.7
971589752;FØIE AS;ld;sf;82841.8;67215.0;128093.0;61762.0;74297.0;84498.6;87202.5;89295.4;91349.2;93084.8;94946.5;96845.5;98782.4;100758.0;102773.2;104828.6
971589752;FØIE AS;ld;gf;75495.5;90528.0;81874.0;79424.0;50156.0;77005.4;79469.6;81376.9;83248.5;84830.2;86526.8;88257.4;90022.5;91823.0;93659.4;95532.6
971589752;FØIE AS;rd;sf;13191.8;4688.0;4516.0;40979.0;2584.0;13455.6;13886.2;14219.4;14546.5;14822.9;15119.3;15421.7;15730.1;16044.7;16365.6;16692.9
971589752;FØIE AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
976894677;HAFSLUND KRAFT AS;ld;sf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
976894677;HAFSLUND KRAFT AS;ld;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
976894677;HAFSLUND KRAFT AS;rd;sf;-3399.0;0.0;0.0;-13596.0;0.0;-3467.0;-3577.9;-3663.8;-3748.1;-3819.3;-3895.7;-3973.6;-4053.0;-4134.1;-4216.8;-4301.1
976894677;HAFSLUND KRAFT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
976944801;BKK AS;ld;sf;554637.8;488493.0;660542.0;539338.0;530178.0;565730.5;583833.9;597845.9;611596.3;623216.7;635681.0;648394.6;661362.5;674589.8;688081.6;701843.2
976944801;BKK AS;ld;gf;118445.2;149767.0;136243.0;72989.0;114782.0;120814.2;124680.2;127672.5;130609.0;133090.6;135752.4;138467.4;141236.8;144061.5;146942.7;149881.6
976944801;BKK AS;rd;sf;202535.2;150515.0;141071.0;218950.0;299605.0;206586.0;213196.7;218313.4;223334.6;227578.0;232129.6;236772.1;241507.6;246337.7;251264.5;256289.8
976944801;BKK AS;rd;gf;64637.8;186485.0;51613.0;9621.0;10832.0;65930.5;68040.3;69673.2;71275.7;72630.0;74082.6;75564.2;77075.5;78617.0;80189.4;81793.1
977285712;KE NETT AS;ld;sf;13537.0;14221.0;15813.0;8708.0;15406.0;13807.7;14249.6;14591.6;14927.2;15210.8;15515.0;15825.3;16141.8;16464.7;16794.0;17129.8
977285712;KE NETT AS;ld;gf;8606.2;3871.0;8587.0;6464.0;15503.0;8778.4;9059.3;9276.7;9490.1;9670.4;9863.8;10061.1;10262.3;10467.5;10676.9;10890.4
977285712;KE NETT AS;rd;sf;846.0;984.0;680.0;753.0;967.0;862.9;890.5;911.9;932.9;950.6;969.6;989.0;1008.8;1029.0;1049.5;1070.5
977285712;KE NETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
978631029;TENSIO TS AS;ld;sf;313344.2;191989.0;346068.0;346216.0;369104.0;319611.1;329838.7;337754.8;345523.2;352088.1;359129.9;366312.5;373638.7;381111.5;388733.7;396508.4
978631029;TENSIO TS AS;ld;gf;94769.2;77725.0;77612.0;112817.0;110923.0;96664.6;99757.9;102152.1;104501.6;106487.1;108616.9;110789.2;113005.0;115265.1;117570.4;119921.8
978631029;TENSIO TS AS;rd;sf;253761.5;126558.0;118792.0;340953.0;428743.0;258836.7;267119.5;273530.4;279821.6;285138.2;290840.9;296657.8;302590.9;308642.7;314815.6;321111.9
978631029;TENSIO TS AS;rd;gf;38445.5;0.0;27839.0;83644.0;42299.0;39214.4;40469.3;41440.5;42393.7;43199.1;44063.1;44944.4;45843.3;46760.1;47695.3;48649.3
979151950;ARVA AS;ld;sf;318296.2;277154.0;280110.0;359978.0;355943.0;324662.2;335051.4;343092.6;350983.7;357652.4;364805.5;372101.6;379543.6;387134.5;394877.2;402774.7
979151950;ARVA AS;ld;gf;119408.5;137000.0;86857.0;94569.0;159208.0;121796.7;125694.2;128710.8;131671.2;134172.9;136856.4;139593.5;142385.4;145233.1;148137.8;151100.5
979151950;ARVA AS;rd;sf;254339.0;263230.0;388826.0;150871.0;214429.0;259425.8;267727.4;274152.9;280458.4;285787.1;291502.8;297332.9;303279.5;309345.1;315532.0;321842.7
979151950;ARVA AS;rd;gf;27439.0;40112.0;3266.0;14130.0;52248.0;27987.8;28883.4;29576.6;30256.9;30831.7;31448.4;32077.3;32718.9;33373.3;34040.7;34721.5
979379455;ELINETT AS;ld;sf;115976.2;65837.0;172825.0;71064.0;154179.0;118295.8;122081.2;125011.2;127886.4;130316.3;132922.6;135581.1;138292.7;141058.5;143879.7;146757.3
979379455;ELINETT AS;ld;gf;33617.8;27569.0;42606.0;18639.0;45657.0;34290.1;35387.4;36236.7;37070.1;37774.5;38530.0;39300.6;40086.6;40888.3;41706.1;42540.2
979379455;ELINETT AS;rd;sf;22877.5;12347.0;44657.0;28956.0;5550.0;23335.0;24081.8;24659.7;25226.9;25706.2;26220.3;26744.8;27279.6;27825.2;28381.7;28949.4
979379455;ELINETT AS;rd;gf;9342.0;2611.0;30012.0;4745.0;0.0;9528.8;9833.8;10069.8;10301.4;10497.1;10707.0;10921.2;11139.6;11362.4;11589.7;11821.4
979399901;VESTMAR NETT AS;ld;sf;19180.0;22154.0;20271.0;14954.0;19341.0;19563.6;20189.6;20674.2;21149.7;21551.5;21982.6;22422.2;22870.7;23328.1;23794.6;24270.5
979399901;VESTMAR NETT AS;ld;gf;6595.2;7528.0;4982.0;9777.0;4094.0;6727.2;6942.4;7109.0;7272.6;7410.7;7558.9;7710.1;7864.3;8021.6;8182.0;8345.7
979399901;VESTMAR NETT AS;rd;sf;4310.2;809.0;541.0;12290.0;3601.0;4396.5;4537.1;4646.0;4752.9;4843.2;4940.1;5038.9;5139.6;5242.4;5347.3;5454.2
979399901;VESTMAR NETT AS;rd;gf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
979422679;LEDE AS;ld;sf;391194.2;389155.0;383562.0;461329.0;330731.0;399018.1;411786.7;421669.6;431368.0;439564.0;448355.3;457322.4;466468.8;475798.2;485314.2;495020.4
979422679;LEDE AS;ld;gf;80124.8;63113.0;70586.0;113851.0;72949.0;81727.2;84342.5;86366.7;88353.2;90031.9;91832.5;93669.2;95542.6;97453.4;99402.5;101390.5
979422679;LEDE AS;rd;sf;232254.2;123815.0;217267.0;289682.0;298253.0;236899.3;244480.1;250347.6;256105.6;260971.6;266191.1;271514.9;276945.2;282484.1;288133.8;293896.5
979422679;LEDE AS;rd;gf;32309.2;2609.0;0.0;0.0;126628.0;32955.4;34010.0;34826.2;35627.3;36304.2;37030.3;37770.9;38526.3;39296.8;40082.7;40884.4
